customer_id,code,name,status,address_used,latitude,longitude,accuracy,match_precision,notes
1,B&M001 5,B&M RETAIL LTD,updated-low-confidence,"Pochin Way
Middlewich
CW10 0TE",53.1919365,-2.4289867,200,GEOMETRIC_CENTER,"Google match: 'Pochin Way, Middlewich CW10, UK'; LOW CONFIDENCE - review manually"
2,B&M001 4,B&M RETAIL LTD,updated,"The Qube
Dakota Drive
Estuary Commerce Park
Speke, Liverpool, L24 8RJ",53.34611109999999,-2.8842518,10,ROOFTOP,"Google match: 'The Qube, Estuary Commerce Park, Dakota Dr, Liverpool L24 8RJ, UK'"
3,B&M001 1,B&M RETAIL LTD,updated-low-confidence,"Unit 1G
Squires Gate Ind Estate
Squires Gate Lane
Blackpool, FY4 3RN",53.7773526,-3.050429,200,GEOMETRIC_CENTER,"Google match: 'Squires Gate, Lytham Saint Annes FY8 2ST, UK'; partial match; LOW CONFIDENCE - review manually"
4,B&M001 3,B&M RETAIL LTD,updated-low-confidence,"Onyx 350
Blackheath Lane Manor Park
Runcorn
WA7 1SE",53.3522569,-2.652807,200,GEOMETRIC_CENTER,"Google match: 'Blackheath Ln, Runcorn WA7 1SE, UK'; partial match; LOW CONFIDENCE - review manually"
5,B&M001 2,B&M RETAIL LTD,updated-low-confidence,"The Vault
Dakota Drive
Estuary Commerce Park,
Speke, Liverpool, L24 8RJ",53.3459456,-2.8744074,200,GEOMETRIC_CENTER,"Google match: 'Estuary Commerce Park, Estuary Blvd, Liverpool L24 8AD, UK'; LOW CONFIDENCE - review manually"
6,B&M001 6,B&M RETAIL LTD,updated-low-confidence,"ZANDER WAY
WIXAMS
BEDFORD
MK42 6EY",52.0936979,-0.4786843,200,GEOMETRIC_CENTER,"Google match: 'Zander Wy, Bedford MK42 6EY, UK'; LOW CONFIDENCE - review manually"
7,Wor001 2,THE WORKS STORES LIMITED,updated,"42 High Street
Solihull
B91 3TB",52.4134858,-1.7790049,10,ROOFTOP,"Google match: '42 High St, Solihull B91 3TB, UK'"
8,Wor001 3,THE WORKS STORES LIMITED,updated,"46/50 Gallowtree Gate
Leicester
Leicestershire
LE1 1DA",52.6348016,-1.1316592,10,ROOFTOP,"Google match: '46, 46-50 Gallowtree Gate, Leicester LE1 1DA, UK'"
9,Wor001 1,THE WORKS STORES LIMITED,updated-low-confidence,"Midpoint Park,Minworth
Sutton
Coldfield
West Midlands, B76 1RN",52.52451989999999,-1.7737877,200,GEOMETRIC_CENTER,"Google match: 'Premier Paper Group, Midpoint Pk, Kingsbury Rd, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B76 1AF, UK'; partial match; LOW CONFIDENCE - review manually"
10,Wor001 4,THE WORKS STORES LIMITED,updated-low-confidence,"Shenstone Business Park
 Lynn Lane
 Shenstone
 Lichfield, Staffs, WS14 0SB",52.6385021,-1.8456278,200,GEOMETRIC_CENTER,"Google match: 'Shenstone Business park, Lynn Ln, Shenstone, Lichfield WS14 0SB, UK'; LOW CONFIDENCE - review manually"
11,99p001 1,OF VENICE,skipped-no-address,,,,,,
12,A&B001 1,A&B LIMITED,updated-low-confidence,"45 Berth Central Road
Eastern Docks Gate 4
Southampton
S014 3AH",50.9105468,-1.4049018,3000,APPROXIMATE,"Google match: 'Southampton, UK'; partial match; LOW CONFIDENCE - review manually"
13,AAR001 1,AARKAY EXIMS LTD,updated-low-confidence,"Aarkay Exims Ltd
Unit 26
Phoenix Distribution Park,
Phoenix Way,Heston,, Middx TW5 9NB",51.48420170000001,-0.3719867,3000,APPROXIMATE,"Google match: 'Heston, Hounslow TW5, UK'; partial match; LOW CONFIDENCE - review manually"
14,ABR001 1,ABRA WHOLESALES LTD,updated,"5 Pickets Lock Lane
Edmonton
London
N9 0AS",51.629592,-0.039584,10,ROOFTOP,"Google match: '5 Pickett's Lock Ln, London N9 0AS, UK'"
15,ADV001 1,ADVANCED GLOBAL PRODUCTIONS LTD,updated-low-confidence,"The Tube Business Centre
86 North st
M8 8RA",53.4953308,-2.235629,10,ROOFTOP,"Google match: '86 North St, Cheetham Hill, Manchester M8 8RA, UK'; partial match; LOW CONFIDENCE - review manually"
16,AGE001 1,AGE UK,updated,"44 Hardwick Grange
Woolston
Warrington
WA1 4RF",53.4069065,-2.5291058,50,RANGE_INTERPOLATED,"Google match: '44 Hardwick Grange, Woolston, Warrington WA1 4SR, UK'"
17,AI002 1,A I TRADING LTD,updated-low-confidence,"54 Murray Place
Stirling
FK8 2BK",56.1189686,-3.936266,10,ROOFTOP,"Google match: '54 Murray Pl, Stirling FK8 2BX, UK'; partial match; LOW CONFIDENCE - review manually"
18,AI003 1,ALLSORTS IMPORTS LTD,updated,"Unit 4 Princes Rd
Ramsgate
Kent
CT11 7SA",51.3423349,1.4098404,10,ROOFTOP,"Google match: '4 Princes Rd, Ramsgate CT11 7SA, UK'"
19,ALAN001 1,ALAN REISSE,updated-low-confidence,"Unit 6 Donore Business Park
Donore
Drogheda",53.70571280000001,-6.3625197,10,ROOFTOP,"Google match: 'Donore Business Park, Donore Rd, Lagavooren, Drogheda, Co. Louth, Ireland'; partial match; LOW CONFIDENCE - review manually"
20,ALB001 1,ALBERT HARRISON & CO LTD,updated-low-confidence,"Queen Mill
Queens Road
Accrington
Lancashire, BB5 6DS",53.7599674,-2.3734937,200,GEOMETRIC_CENTER,"Google match: 'Queens Rd W, Accrington BB5, UK'; partial match; LOW CONFIDENCE - review manually"
21,ALJ001 0,AL-JANNA & AL-JUWANA GENERAL TRADING CO.W.W.L,updated-low-confidence,Arduya Industrial - Block 01,29.2888091,47.905861,3000,APPROXIMATE,"Google match: 'Ardiya, Kuwait'; partial match; LOW CONFIDENCE - review manually"
22,ALJ002 1,AL-JANNA & AL-JUWANA GENERAL TRADING CO. W.W.L,updated-low-confidence,Ardiya Industrial - Block 01,29.2888091,47.905861,3000,APPROXIMATE,"Google match: 'Ardiya, Kuwait'; partial match; LOW CONFIDENCE - review manually"
23,ANN001 1,ANNESS PUBLISHING LTD,updated-low-confidence,"Algores Way
Wisbech
Cambridgeshire
PE132TQ",52.6521518,0.1551582,200,GEOMETRIC_CENTER,"Google match: 'Algores Way, Wisbech PE13 2TQ, UK'; LOW CONFIDENCE - review manually"
24,ANYH001 1,ANYTHING 4 HOME LTD,updated,"Fenton 104
Birrel Street
Fenton
Stoke On Trent, ST4 3ES",52.9929375,-2.151139,10,ROOFTOP,"Google match: '104 Birrell St, Fenton, Stoke-on-Trent ST4 3ES, UK'"
25,ANYS001 0,WE GET ANY STOCK LTD,updated-low-confidence,"Unit 7A
Butterfield Business Park
Luton
LU2 8DL",51.9118656,-0.3867727,200,GEOMETRIC_CENTER,"Google match: 'Butterfield Business Park, Luton LU2 8DL, UK'; partial match; LOW CONFIDENCE - review manually"
26,ARN001 2,ARNOTTS DEPARTMENT STORE,skipped-no-address,,,,,,
27,ARN001 1,ARNOTTS DEPARTMENT STORE,updated-low-confidence,"Termonfeckin
Drogheda",53.7244705,-6.3277852,200,GEOMETRIC_CENTER,"Google match: 'Termonfeckin Road, Newtownstalaban, Drogheda, Co. Louth, Ireland'; LOW CONFIDENCE - review manually"
28,AROMA001 1,AROMATICS LTD,updated-low-confidence,"Unit 2 Parkworks
Ogden Road
Stoke-on-Trent
ST1 3BX",53.0207366,-2.1727452,10,ROOFTOP,"Google match: 'Unit 1, Ogden Rd, Hanley, Stoke-on-Trent ST1 3BX, UK'; partial match; LOW CONFIDENCE - review manually"
29,AS001 0,AL SHARHAN INDUSTRIES,updated-low-confidence,New York,40.7127753,-74.0059728,3000,APPROXIMATE,"Google match: 'New York, NY, USA'; LOW CONFIDENCE - review manually"
30,ASDA001 2,ASDA,updated-low-confidence,"Asda IDC Hunter Boulevard
Magna Park
Lutterworth
LE17 4XR",52.4662462,-1.2419986,200,GEOMETRIC_CENTER,"Google match: 'Hunter Blvd, Lutterworth LE17 4XN, UK'; LOW CONFIDENCE - review manually"
31,ASDA001 1,ASDA,updated-low-confidence,"ASDA DEPOT 7459
Rockingham Way
Redhouse Interchange,
Doncaster, DN6 7FB",53.575877,-1.2074125,10,ROOFTOP,"Google match: 'Rockingham Way, Redhouse Interchange, Adwick le Street, Doncaster DN6 7FB, UK'; partial match; LOW CONFIDENCE - review manually"
32,ASHM001 1,ASHTON MARKETING SERVICES,updated-low-confidence,"Unit 5B Soveriegn Park
Industrialest
Lathkillst
LE169EG",52.4691568,-0.9163392,200,GEOMETRIC_CENTER,"Google match: 'Sovereign Park, Lathkill St, Market Harborough LE16 9EG, UK'; partial match; LOW CONFIDENCE - review manually"
33,AV001 1,AVANI INTERNATIONAL,updated-low-confidence,"Scandic Terminal
North Moss Lane
Stallingborough
DN41 8DD",53.6014462,-0.1716099,200,GEOMETRIC_CENTER,"Google match: 'N Moss Ln, Stallingborough, Grimsby DN41 8DD, UK'; partial match; LOW CONFIDENCE - review manually"
34,B003 1,BONNYPACK,updated,"25 West Street
Glasgow
G5 8LP",55.8533562,-4.2647425,50,RANGE_INTERPOLATED,"Google match: '25 West St, Kinning Park, Glasgow G5 8BA, UK'"
35,BAIL001 1,BAILEYS DIY LTD,updated-low-confidence,"Stowfield Cable
Unit 2C
Lydbrook",51.8526457,-2.5912727,200,GEOMETRIC_CENTER,"Google match: 'Stowfield Rd, Lydbrook GL17, UK'; partial match; LOW CONFIDENCE - review manually"
36,Bar001 1,BARRY GROUP,updated-low-confidence,"Upper Quartertown
Mallow
Co.Cork",52.1313493,-8.6693149,10,ROOFTOP,"Google match: '48JJ+G7, Quartertown Lower, Mallow, Co. Cork, Ireland'; partial match; LOW CONFIDENCE - review manually"
37,BARN001 0,BARNEYS BARGAINS,updated,"Unit 8-9
Hartley Avenue
Long Lane
Aintree",53.4613591,-2.951945,50,RANGE_INTERPOLATED,"Google match: '8 Hartley Ave, Liverpool L9 7DB, UK'"
38,BARNS001 1,BARNSLEY COUNCIL - BMBC,updated-low-confidence,"Cannon Hall Museum. Bark House Lane
Cawthorne
Barnsley
S75 4AT",53.57092249999999,-1.5906056,200,GEOMETRIC_CENTER,"Google match: 'Cannon Hall - Museum, Bark House Ln, Cawthorne, Barnsley S75 4AT, UK'; LOW CONFIDENCE - review manually"
39,BB001 1,BEST BARGAIN CENTRE,updated-low-confidence,"687 Mitcham Road
Croydon
London
CR0 3AF",51.3896333,-0.1354862,200,GEOMETRIC_CENTER,"Google match: '687 Mitcham Rd, Croydon CR0 3AF, UK'; LOW CONFIDENCE - review manually"
40,BD001 1,BIG DISCOUNT BARGAIN STORE LTD,updated,"984 Stockport Rd
Manchester
M19 3NN",53.4428242,-2.1912587,10,ROOFTOP,"Google match: '984 Stockport Rd, Levenshulme, Manchester M19 3NN, UK'"
41,BENT001 1,BENTLEY'S BARGAIN WAREHOUSE LTD,updated-low-confidence,PR69FE,53.6482022,-2.6094243,3000,APPROXIMATE,"Google match: 'Chorley PR6 9FE, UK'; LOW CONFIDENCE - review manually"
42,BENTG001 0,BENTS GARDEN CENTRE LIMITED,updated-low-confidence,"Warrington Road
Glazebury
Warrington
WA3 5NT",53.4752888,-2.4965643,200,GEOMETRIC_CENTER,"Google match: 'Warrington Rd, Glazebury, Warrington WA3 5NT, UK'; LOW CONFIDENCE - review manually"
43,BEST002 1,BEST SELLING LIMITED,updated-low-confidence,"Unit A Circular 13 Industrial Estate
Gascoigne Road
Barking
IG11 7LT",51.5297781,0.0823899,200,GEOMETRIC_CENTER,"Google match: 'Gascoigne Rd, Barking IG11 7LT, UK'; partial match; LOW CONFIDENCE - review manually"
44,BEV001 1,W BEVAN & SONS LTD,updated,"27-29 Central Precinct
Buckley
Flintshire
CH7 2EF",53.1673138,-3.0785245,10,ROOFTOP,"Google match: '27-29 Central Precinct, Buckley CH7 2EF, UK'"
45,BEV001 2,W BEVAN & SONS LTD,updated-low-confidence,"Unit B5-B^
Bay View Shopping Centre
Colwyn Bay
LL29 8DG",53.2953316,-3.7244651,200,GEOMETRIC_CENTER,"Google match: 'Sea View Rd, Colwyn Bay LL29 8DG, UK'; partial match; LOW CONFIDENCE - review manually"
46,BIGS001 1,BIG SAVE LIMITED,updated-low-confidence,PE25 1PG,53.1931861,0.3443994,3000,APPROXIMATE,"Google match: 'Sea Ln, Ingoldmells, Skegness PE25 1PG, UK'; LOW CONFIDENCE - review manually"
47,BIL001 1,DISCOUNT DIRECT T/A BILLY'S DISCOUNT,updated-low-confidence,"Discount Direct Ltd
stores
Mason Brook
Loughrea, H62 R729",53.1990527,-8.5651876,3000,APPROXIMATE,"Google match: 'Loughrea, Co. Galway, Ireland'; partial match; LOW CONFIDENCE - review manually"
48,BLU001 1,BLUS PJS BOX,updated,"Unit 23
Second Avenue
Cookstown Industrial Estate
D24VA4X",53.2950064,-6.3796915,10,ROOFTOP,"Google match: 'Unit 23, Second Ave, Cookstown Industrial Estate, Dublin 24, Ireland'"
49,BO001 1,E-NET COMPUTERS LTD,updated-low-confidence,"Terston House
1 Hully Hill Road
Edinburgh
EH28 8PH",55.9370235,-3.4044638,10,ROOFTOP,"Google match: 'Terston House, 1 Huly Hill Rd, Newbridge EH28 8PH, UK'; partial match; LOW CONFIDENCE - review manually"
50,BOOHOO001 1,BOOHOO.COM,updated-low-confidence,"Widowhill Road
Heasandford Industrial Estate
Burnley
BB10 2BQ",53.8067489,-2.2134335,200,GEOMETRIC_CENTER,"Google match: 'Balderstone Ln, Burnley BB10 2TA, UK'; partial match; LOW CONFIDENCE - review manually"
51,BOY001 0,BOYDS STORES (IRELAND) LTD,updated-low-confidence,"Boyds Stores (Droghed) Ltd
Clanbrassil Street
Drogheda Town Centre
Drogheda",53.7150386,-6.351362,10,ROOFTOP,"Google match: '110-111 West St, Moneymore, Drogheda, Co. Louth, A92 RF89, Ireland'; partial match; LOW CONFIDENCE - review manually"
52,BOY001 2,BOYDS STORES (IRELAND) LTD,updated-low-confidence,"Clanbrassil Street
Dundalk",54.0059519,-6.4025112,200,GEOMETRIC_CENTER,"Google match: 'Clanbrassil St, Townparks, Dundalk, Co. Louth, Ireland'; LOW CONFIDENCE - review manually"
53,Boy002 1,BOYDS STORES,updated,"14 John Mitchel Place
Newry
BT34 2BP",54.1732859,-6.3377184,10,ROOFTOP,"Google match: '14 John Mitchel Pl, Newry BT34 2BP, UK'"
54,BOY003 2,W. BOYES & CO LTD,updated-low-confidence,"Havers Hill
Eastfield
Scarborough
YO11 3DT",54.2385621,-0.3908156,200,GEOMETRIC_CENTER,"Google match: 'Havers Hill, Scarborough YO11 3DT, UK'; LOW CONFIDENCE - review manually"
55,BOY003 1,W. BOYES & CO LTD,updated-low-confidence,"Hopper Hill Road
Seamer Ind Est
Scarborough
YO11 3YS",54.2329438,-0.4166779,200,GEOMETRIC_CENTER,"Google match: 'Hopper Hill Rd, Eastfield, Scarborough YO11 3YS, UK'; partial match; LOW CONFIDENCE - review manually"
56,BOY004 2,BOYDS STORES (DROGHEDA) LTD,updated-low-confidence,"St Andrew's House
Clanbrassil Street
Dundalk",54.0059519,-6.4025112,200,GEOMETRIC_CENTER,"Google match: 'Clanbrassil St, Townparks, Dundalk, Co. Louth, Ireland'; partial match; LOW CONFIDENCE - review manually"
57,BOY004 1,BOYDS STORES (DROGHEDA) LTD,updated,"110 West St
Dorgheda",53.7150665,-6.3513587,10,ROOFTOP,"Google match: '110 West St, Moneymore, Drogheda, Co. Louth, A92 RF89, Ireland'"
58,BRAN001 1,BANAGHANS & CO LTD,updated-low-confidence,"Stereame Ind Estate
Limerick Road
Co Tipperary
E45 VX02",52.8605893,-8.2183732,200,GEOMETRIC_CENTER,"Google match: 'Limerick Rd, Stereame, Co. Tipperary, Ireland'; partial match; LOW CONFIDENCE - review manually"
59,BRAV001 1,BRAVICH LTD,updated,"54 The Mall
Luton
LU1 2TE",51.8784031,-0.4132498,10,ROOFTOP,"Google match: '54 The Mall, Luton LU1 2LJ, UK'"
60,BRC001 1,BRAND CHOICE,updated-low-confidence,"22 Spitfire Road
Triumph Business Park
Speke Hall Road
Speke, Liverpool, L24 9BF",53.356862,-2.8687882,200,GEOMETRIC_CENTER,"Google match: 'Renown Way, Liverpool L24 9WA, UK'; partial match; LOW CONFIDENCE - review manually"
61,BRIGHT001 1,BRIGHTSUPPLY LTD,updated-low-confidence,"Ram Mill Unit 3-6
Gordon Street
Chadderton",53.5329999,-2.157969,10,ROOFTOP,"Google match: 'Ram Mill, Chadderton, Oldham OL9 9RH, UK'; partial match; LOW CONFIDENCE - review manually"
62,BS002 0,BEST SELLING LIMITED,updated-low-confidence,"Gascoigne Road
Barking
London
IG11 7LL",51.531291,0.0811528,200,GEOMETRIC_CENTER,"Google match: 'Gascoigne Rd, Barking IG11, UK'; LOW CONFIDENCE - review manually"
63,BUD001 1,DO NOT USE,updated,"15 Sentry Lane
Newtownabbey
BT36 4XY",54.6800729,-5.9864305,10,ROOFTOP,"Google match: '15 Sentry Ln, Belfast, Newtownabbey BT36 4XY, UK'"
64,BUD003 8,TIGER FEET LIMITED,updated-low-confidence,"Unit 8 Centurion Park
Dabell Avenue
NG6 8WA",53.0077525,-1.218576,200,GEOMETRIC_CENTER,"Google match: 'Dabell Ave, Nottingham NG6 8WA, UK'; partial match; LOW CONFIDENCE - review manually"
65,BUD003 0,TIGER FEET LIMITED,updated,"15 Sentry Lane
Newtownabbey
Belfast
BT36 4XY",54.6800729,-5.9864305,10,ROOFTOP,"Google match: '15 Sentry Ln, Belfast, Newtownabbey BT36 4XY, UK'"
66,BUD003 5,TIGER FEET LIMITED,updated-low-confidence,"14 Richard Strret
Ring Way Business Park
Aston
Aston, Birmingham, B7 4AA",52.491786,-1.8845845,200,GEOMETRIC_CENTER,"Google match: 'Richard St, Birmingham B7 4AA, UK'; partial match; LOW CONFIDENCE - review manually"
67,BUD003 4,TIGER FEET LIMITED,updated,"12 Roydsdale Way
Bradford
BD4 6SE",53.7532407,-1.7397852,10,ROOFTOP,"Google match: '12 Roydsdale Way, Bradford BD4 6SE, UK'"
68,BUD003 6,TIGER FEET LIMITED,updated-low-confidence,"Unit 2 Axis Way
Kings Weston Lane
Avonmouth
Bristol, BS11 8H2",51.5107346,-2.6790162,200,GEOMETRIC_CENTER,"Google match: 'Kings Weston Ln, Avonmouth, Bristol BS11, UK'; partial match; LOW CONFIDENCE - review manually"
69,BUD003 7,TIGER FEET LIMITED,updated-low-confidence,"Budget Greeting Cards Dunstable
Units 12/13 Foster Ave
Woodside Park
Dunstable, LU5 5TA",51.8973284,-0.5150624,10,ROOFTOP,"Google match: '12, Woodside Park, 3 Foster Ave, Houghton Regis, Dunstable LU5 5TA, UK'; partial match; LOW CONFIDENCE - review manually"
70,BUD003 3,TIGER FEET LIMITED,updated-low-confidence,"Chapter Street
Prelude House,
Manchester
M40 2AY",53.4968661,-2.2022035,200,GEOMETRIC_CENTER,"Google match: 'Chapter St, Manchester M40 2AY, UK'; partial match; LOW CONFIDENCE - review manually"
71,BUD003 2,TIGER FEET LIMITED,updated-low-confidence,"234 First Avenue
Team Valley Trading Estate
Gateshead
NE11 0NU",54.9426833,-1.6215479,200,GEOMETRIC_CENTER,"Google match: 'First Ave, Gateshead NE11 0NU, UK'; partial match; LOW CONFIDENCE - review manually"
72,BUY001 0,BUYOLOGY,updated-low-confidence,"Unit One
Verlon Trading Estate
Cardiff Road
Barry, CF63 2BE",51.4142647,-3.2332108,200,GEOMETRIC_CENTER,"Google match: 'Cardiff Rd, Barry CF63 2BE, UK'; partial match; LOW CONFIDENCE - review manually"
73,BUY001 2,BUYOLOGY,updated-low-confidence,"Unit One
Verlon Trading Estate
Cardiff Road
Barry, CF63 2BE",51.4142647,-3.2332108,200,GEOMETRIC_CENTER,"Google match: 'Cardiff Rd, Barry CF63 2BE, UK'; partial match; LOW CONFIDENCE - review manually"
74,BUY001 3,BUYOLOGY,updated-low-confidence,"Wylds Road
Bridgwater
TA6 4BH",51.1396549,-2.9958534,200,GEOMETRIC_CENTER,"Google match: 'Wylds Rd, Bridgwater TA6 4BH, UK'; LOW CONFIDENCE - review manually"
75,BUY001 4,BUYOLOGY,updated-low-confidence,"Ex Trade Depot/B&Q
Samlet Road
Llansamlet
SA7 9AG",51.6615693,-3.906439,200,GEOMETRIC_CENTER,"Google match: 'Samlet Rd, Llansamlet, Swansea SA7 9AG, UK'; partial match; LOW CONFIDENCE - review manually"
76,BUY001 5,BUYOLOGY,updated-low-confidence,"County Road
Swindon
SN1 2EJ",51.5657661,-1.7745018,200,GEOMETRIC_CENTER,"Google match: 'County Rd, Swindon SN1, UK'; LOW CONFIDENCE - review manually"
77,BUY001 6,BUYOLOGY,updated-low-confidence,"Unit 1
Maesglas Industrial Est
Newport
NP20 2XB",51.570434,-3.0135256,10,ROOFTOP,"Google match: '1 Maesglas Ave, Newport NP20 3BQ, UK'; partial match; LOW CONFIDENCE - review manually"
78,BUY001 7,BUYOLOGY,updated-low-confidence,"Errill Retail Park
Plymouth Road
Plympton
PL7 4JP",50.3927945,-4.0868443,10,ROOFTOP,"Google match: 'Gateway Retail Park, 270 Plymouth Rd, Plymouth PL6 8NH, UK'; partial match; LOW CONFIDENCE - review manually"
79,BUY001 9,BUYOLOGY,updated-low-confidence,"Ex Wickes Store
Weldale St
Reading
RG1 7BW",51.4573921,-0.9796517,200,GEOMETRIC_CENTER,"Google match: 'Weldale St, Reading RG1, UK'; partial match; LOW CONFIDENCE - review manually"
80,BUY001 8,BUYOLOGY,updated-low-confidence,"Upper Ground Floor
Vincents Walk
Southampton
SO14 1JY",50.9044477,-1.4028711,200,GEOMETRIC_CENTER,"Google match: 'Vincents Walk, Southampton SO14 1JY, UK'; partial match; LOW CONFIDENCE - review manually"
81,BWG002 1,BWG FOODS,updated-low-confidence,"National Distribution centre
Units D&E
Kailcarberry Business Park
Nangor Road, Dublin 22",53.3185077,-6.4386043,10,ROOFTOP,"Google match: 'Business Park, Nangor Road, Kilcarbery, Dublin 22, D22 X928, Ireland'; partial match; LOW CONFIDENCE - review manually"
82,CANDK001 1,CANDK STAR LTD,updated-low-confidence,"Unit 45
Kildale business Park
Melitta Road
Kildale, R51 TR74",53.2120434,-6.819470799999999,3000,APPROXIMATE,"Google match: 'Kildare, Co. Kildare, Ireland'; partial match; LOW CONFIDENCE - review manually"
83,CAR001 1,CARDS N THINGS,updated,"Harbour Place Shopping Centre
Mulligar",53.52805559999999,-7.34,10,ROOFTOP,"Google match: '15 Harbour St, Mullingar, Co. Westmeath, Ireland'"
84,CARD001 3,CARDZONE LIMITED,updated-low-confidence,"29 JUNCTION ONE INTERNATIONAL OUTLET SHOPPING
BALLYMENA ROAD
BT41 4LL",54.72843289999999,-6.2269637,10,ROOFTOP,"Google match: 'Junction One International Outlet Shopping, 111 Ballymena Rd, Antrim BT41 4LL, UK'; partial match; LOW CONFIDENCE - review manually"
85,CARD001 4,CARDZONE LIMITED,updated-low-confidence,"UNIT 54B THE OUTLET
1 CASCUM AVENUE
THE OUTLET PARK
BT32 4GJ",54.3308293,-6.2761631,10,ROOFTOP,"Google match: '1 Cascum Ln, Banbridge BT32 4LF, UK'; partial match; LOW CONFIDENCE - review manually"
86,CARD001 5,CARDZONE LIMITED,updated-low-confidence,"RESORT WORLD BIRMINGHAM
UNIT SU40
PENDIGO WAY
B40 1PU",52.448463,-1.7185961,200,GEOMETRIC_CENTER,"Google match: 'Pendigo Way, Marston Green, Birmingham B40, UK'; partial match; LOW CONFIDENCE - review manually"
87,CARD001 6,CARDZONE LIMITED,updated,"UNIT D7a
FREEPORT VILLAGE
CHARTER WAY
CM77 8YH",51.870059,0.5710809,10,ROOFTOP,"Google match: 'Freeport Village, Charter Way, Braintree CM77 8YH, UK'"
88,CARD001 7,CARDZONE LIMITED,updated-low-confidence,"UNIT 45B
BRIDGEND DESIGNER OUTLET
CF32 9SU",51.53221079999999,-3.5777188,200,GEOMETRIC_CENTER,"Google match: 'Derwen, Bridgend CF32 9SU, UK'; partial match; LOW CONFIDENCE - review manually"
89,CARD001 1,CARDZONE LIMITED,updated-low-confidence,"Gallery Cardiff Ltd
Unit T6 Capital Business Park,
Cardiff
CF3 2PZ",51.50336069999999,-3.1133258,200,GEOMETRIC_CENTER,"Google match: 'Capital Business Park, Parkway, Cardiff CF3 2PX, UK'; partial match; LOW CONFIDENCE - review manually"
90,CARD001 2,CARDZONE LIMITED,updated-low-confidence,"Sherwood Cards
15 Millway
Old Mill Lane Ind Estate
Mansfield Woodhouse, Nottinghamshire, NG19 9BG",53.1555638,-1.1842916,10,ROOFTOP,"Google match: 'Old Mill Lane Industrial Estate, 6 Millway, Mansfield Woodhouse, Mansfield NG19 9BG, UK'; partial match; LOW CONFIDENCE - review manually"
91,CARD001 8,CARDZONE LIMITED,updated-low-confidence,"UNIT K12
JUNCTION 32 OUTLET VILLAGE
TOMAHAWK TRAIL
WF10 4FR",53.7121773,-1.3388252,200,GEOMETRIC_CENTER,"Google match: 'Tomahawk Trail, Castleford WF10 4FR, UK'; partial match; LOW CONFIDENCE - review manually"
92,CARD001 9,CARDZONE LIMITED,updated-low-confidence,"UNIT 19
DALTON PARK
SR7 9HU",54.815472,-1.3747741,200,GEOMETRIC_CENTER,"Google match: 'Church St, Murton, Seaham SR7 9HU, UK'; partial match; LOW CONFIDENCE - review manually"
93,CARD001 10,CARDZONE LIMITED,geocode-failed,"UNIT 129 LOWER MALL
INTU SHOPPING CENTRE
DE1 2NQ",,,,,Address could not be geocoded
94,CARD001 11,CARDZONE LIMITED,updated-low-confidence,"53 LAKESIDE VILLAGE SHOPPING OUTLET
WHITE ROSE WAY
DN4 5PH",53.5073763,-1.1140406,200,GEOMETRIC_CENTER,"Google match: 'White Rose Way, Doncaster DN4 5PH, UK'; partial match; LOW CONFIDENCE - review manually"
95,CARD001 12,CARDZONE LIMITED,updated-low-confidence,"UNIT 56
THE DESIGNER OUTLET CENTRE
MANSFIELD ROAD
DE55 2JW",53.1068002,-1.3115396,200,GEOMETRIC_CENTER,"Google match: 'Mansfield Rd, Alfreton DE55 2JW, UK'; partial match; LOW CONFIDENCE - review manually"
96,CARD001 13,CARDZONE LIMITED,updated-low-confidence,"UNITS F2/F3 HARBOUR VILLAGE
ANCHORAGE ROAD
FY7 6AE",53.9186784,-3.0114207,200,GEOMETRIC_CENTER,"Google match: 'Anchorage Rd, Fleetwood FY7 6AE, UK'; partial match; LOW CONFIDENCE - review manually"
97,CARD001 14,CARDZONE LIMITED,updated-low-confidence,"UNIT 43
GLOUCESTER QUAYS DESIGNER OUTLET
ST ANN WAY
GL1 5SH",51.8574797,-2.2534392,10,ROOFTOP,"Google match: 'Gloucester Quays Designer Outlet, Retail Park, St Ann Way, Gloucester GL1 5SF, UK'; partial match; LOW CONFIDENCE - review manually"
98,CARD001 15,CARDZONE LIMITED,updated-low-confidence,"UNIT 26
GRETNA GATEWAY OUTLET VILLAGE
GLASGOW ROAD
DG16 5GG",54.9961829,-3.0575226,200,GEOMETRIC_CENTER,"Google match: 'Gretna Gateway Outlet Village, Gretna DG16, UK'; partial match; LOW CONFIDENCE - review manually"
99,CARD001 16,CARDZONE LIMITED,geocode-failed,"UNIT F20
PRINCES QUAYS SHOPPING CENTRE
HU1 2PQ",,,,,Address could not be geocoded
100,CARD001 17,CARDZONE LIMITED,updated-low-confidence,"81 MCARTHUR GLEN DESIGN OUTLET CENTRE
EH54 6XA",55.8831807,-3.5206431,10,ROOFTOP,"Google match: 'McArthur Glen Design Outlet Centre, Livingston EH54 6XA, UK'; partial match; LOW CONFIDENCE - review manually"
101,CARD001 18,CARDZONE LIMITED,updated-low-confidence,"27 ROYAL QUAYS OUTLET SHOPPING CENTRE
COBLE DENE
NE29 6DW",54.9942365,-1.4645672,10,ROOFTOP,"Google match: 'Royal Quays Outlet, Shopping Centre, North Shields NE29 6DW, UK'; partial match; LOW CONFIDENCE - review manually"
